"call_detail_id","tenant_id","call_record_id","text","start_offset","end_offset","type","debug_log","robot_knowledge_id","dialog_flow_node_id","intent_branch_id","creation_time","last_modified_time"
"1157","1","79","我们项目位于钱塘江边，靠近奥体中心的位置，秋石高架口下来500米就可以到达我们项目。","","","2","","","156","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1158","1","79","价格多少？","21020","22185","1","检测到关键词：(价格|价钱|均价|总价).*(怎样|怎么样|多少)，命中知识库：询问价格","31","156","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1159","1","79","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","156","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1160","1","79","对，是的特别是吗？","34240","35785","1","默认分支","","156","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1161","1","79","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1162","1","79","对小三吗？","45950","47155","1","默认分支","","161","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1163","1","79","目前主推户型有89方，125方的，户型都是坐北朝南，南北通透，稍高楼层可俯视江景，一梯两户，均价只要20000，距离杭州主城区只有20分钟车程，交通非常方便，您买来投资或者自己住都很不错。 ","","","2","","","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1164","1","79","在哪个城市啊？","53100","54585","1","检测到关键词：哪个城市，命中知识库：项目所在城市","92","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1165","1","79","项目是在浙江杭州钱塘江南岸、钱江三桥以东——滨江新城和萧山区钱江世纪城区块，稍后给您发条短信，把位置发给您","","","2","","","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1166","1","79","在哪个城市啊？","60010","61445","1","检测到关键词：哪个城市，命中知识库：项目所在城市","92","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1167","1","79","项目是在浙江杭州钱塘江南岸、钱江三桥以东——滨江新城和萧山区钱江世纪城区块，稍后给您发条短信，把位置发给您","","","2","","","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1168","1","79","喂","66990","67835","1","用户说的话: 喂 为噪音，已经被过滤","","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1169","1","79","对吗","68740","69675","1","默认分支","","168","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1170","1","79","要不您来我们项目售楼部实地考察一下，然后做个全面的了解嘛，您明天有空过来吗？","","","2","","","171","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1171","1","79","嗯，没有谁呀","81360","83335","1","检测到关键词：没有，命中分支：否定","","171","3","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1172","1","79","那您什么时候有空？","","","2","","","173","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1173","1","79","喂，您好，在吗？","","","2","","","171","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1174","1","79","明天吧","89010","89965","1","默认分支","","173","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1175","1","79","哦，好的，那我先把楼盘信息发到你的手机上，到时候再跟您具体联系，请问您贵姓啊？","","","2","","","176","","2018-08-13 16:55:39","2018-08-13 16:55:39"
"1176","1","80","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1177","1","80","喂","190","1055","1","用户说的话: 喂 为噪音，已经被过滤","","156","","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1178","1","80","嗯","1840","2635","1","用户说的话: 嗯 为噪音，已经被过滤","","156","","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1179","1","80","没有","10790","11695","1","检测到关键词：没有，命中分支：否定","","156","3","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1180","1","80","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1181","1","80","嗯，不用了","24140","25265","1","检测到关键词：不用，命中分支：不买房","","158","20","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1182","1","80","这样啊，那我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见","","","2","","","160","","2018-08-13 16:56:39","2018-08-13 16:56:39"
"1183","1","84","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1184","1","84","嗯","1830","2695","1","用户说的话: 嗯 为噪音，已经被过滤","","156","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1185","1","84","没兴趣","9820","10925","1","检测到关键词：没.*兴趣，命中分支：不买房","","156","20","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1186","1","84","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1187","1","84","在哪里呀？","15820","16895","1","语义命中知识库：公司位置","6","158","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1188","1","84","我们项目位于钱塘江边，靠近奥体中心的位置，秋石高架口下来500米就可以到达我们项目。","","","2","","","158","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1189","1","84","嗯，我没兴趣","29100","30485","1","检测到关键词：没.*兴趣，命中分支：不买房","","158","20","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1190","1","84","这样啊，那我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见","","","2","","","160","","2018-08-14 11:34:02","2018-08-14 11:34:02"
"1191","1","85","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1192","1","85","对嗯","1170","3025","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1193","1","85","你介绍一下吧。","12210","13695","1","默认分支","","156","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1194","1","85","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1195","1","85","不知道","24470","25325","1","检测到关键词：不知道，命中分支：否定","","161","3","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1196","1","85","那奥体中心您知道吗？这里在奥体中心西南方向的位置。","","","2","","","163","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1197","1","85","太远了，是吧","33040","34785","1","检测到关键词：太远，命中知识库：位置偏远","91","163","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1198","1","85","2号线早就通到这里了，而且亚运会2020年在这边开，交通肯定是非常方便的，而且投资回报率高，真的可以考虑一下的。","","","2","","","163","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1199","1","85","不需要，不需要挂了","48390","50085","1","检测到关键词：不需要，命中分支：不买房","","163","20","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1200","1","85","要不这样，待会我给你发个短信，把地址发送给你，您可以先了解下，感兴趣的话也可以带您实际考察的","","","2","","","163","","2018-08-14 11:35:37","2018-08-14 11:35:37"
"1201","1","86","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1202","1","86","哎喂","750","2225","1","用户说的话: 哎喂 为噪音，已经被过滤","","156","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1203","1","86","呃，不考虑啊","9300","10775","1","检测到关键词：不考虑，命中分支：不买房","","156","20","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1204","1","86","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1205","1","86","喂人呢","24020","25595","1","未识别，继续放音","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1206","1","86","喂","26450","27345","1","用户说的话: 喂 为噪音，已经被过滤","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1207","1","86","喂，您好，在吗？","","","2","","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1208","1","86","嗯，你等一下","38820","40125","1","检测到关键词：你等一下，命中知识库：打断","1791","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1209","1","86","好的，您说","","","2","","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1210","1","86","喂，您好，在吗？","","","2","","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1211","1","86","哎，我这我在，你说","47520","49795","1","默认分支","","158","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1212","1","86","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1213","1","86","喂，您好，在吗？","","","2","","","161","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1214","1","86","呃，我在你听不见吗？","70420","72065","1","默认分支","","161","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1215","1","86","目前主推户型有89方，125方的，户型都是坐北朝南，南北通透，稍高楼层可俯视江景，一梯两户，均价只要20000，距离杭州主城区只有20分钟车程，交通非常方便，您买来投资或者自己住都很不错。 ","","","2","","","168","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1216","1","86","先生，你配套吗？","87050","89495","1","检测到关键词：配套，命中知识库：周边配套","37","168","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1217","1","86","周边生活配套还是很齐全的，附近就有一个很大的购物中心宝龙广场、华联超市，农贸菜市场10分钟就可以走到。","","","2","","","168","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1218","1","86","我这","91100","91855","1","未识别，继续放音","","168","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1219","1","86","我现在不考虑啊","92880","94405","1","检测到关键词：不考虑，命中分支：不买房","","168","20","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1220","1","86","这样啊，那也没关系，我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见","","","2","","","169","","2018-08-14 11:37:44","2018-08-14 11:37:44"
"1221","1","87","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1222","1","87","喂哪里呀？","820","2685","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1223","1","87","什么都胖","10350","11395","1","默认分支","","156","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1224","1","87","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1225","1","87","啊","23000","24445","1","用户说的话: 啊 为噪音，已经被过滤","","156","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1226","1","87","多少钱，现在","25090","26345","1","检测到关键词：多少钱，命中知识库：询问价格","31","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1227","1","87","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1228","1","87","旁边有学校，没有啊","39180","41045","1","检测到关键词：学校，命中知识库：学区","39","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1229","1","87","附近幼儿园、小学、都是有的，初中明年也可以招生了，小孩子上学还是很方便的。","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1230","1","87","你说是吗？","45930","47135","1","语义命中知识库：干什么的","28","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1231","1","87","我这边是一知房产的，目前热销的住宅是奥体中心附近的奥体公馆，想问下您近期是否有购房的需要","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1232","1","87","有超市吗？","56010","57285","1","语义命中知识库：学区","39","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1233","1","87","附近幼儿园、小学、都是有的，初中明年也可以招生了，小孩子上学还是很方便的。","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1234","1","87","购物的场所有","67970","69855","1","检测到关键词：购物，命中知识库：周边配套","37","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1235","1","87","周边生活配套还是很齐全的，附近就有一个很大的购物中心宝龙广场、华联超市，农贸菜市场10分钟就可以走到。","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1236","1","87","哦，那你这个现在有没有优惠活动啊","81520","84985","1","检测到关键词：优惠，命中知识库：优惠活动","65","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1237","1","87","首先价格本身就已经是很优惠的啦，其次我们现在还可以存5万抵8万，优惠3万，的活动，现在买真的超级划算的。","","","2","","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1238","1","87","嗯，目前在哪里买家","95430","97555","1","默认分支","","161","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1239","1","87","目前主推户型有89方，125方的，户型都是坐北朝南，南北通透，稍高楼层可俯视江景，一梯两户，均价只要20000，距离杭州主城区只有20分钟车程，交通非常方便，您买来投资或者自己住都很不错。 ","","","2","","","168","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1240","1","87","位置在哪里？","103150","104595","1","语义命中知识库：公司位置","6","168","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1241","1","87","我们项目位于钱塘江边，靠近奥体中心的位置，秋石高架口下来500米就可以到达我们项目。","","","2","","","168","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1242","1","87","嗯，我不考虑，谢谢啊","115590","117255","1","检测到关键词：不考虑，命中分支：不买房","","168","20","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1243","1","87","这样啊，那也没关系，我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见","","","2","","","169","","2018-08-14 11:40:12","2018-08-14 11:40:12"
"1244","1","89","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1245","1","89","你好","2070","2845","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1246","1","89","对","9950","10705","1","默认分支","","156","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1247","1","89","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1248","1","89","多少","21340","22175","1","语义命中知识库：询问价格","31","161","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1249","1","89","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","161","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1250","1","89","不需要","37390","38405","1","检测到关键词：不需要，命中分支：不买房","","161","20","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1251","1","89","这样啊，那也没关系，我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见！","","","2","","","198","","2018-08-14 13:08:27","2018-08-14 13:08:27"
"1252","1","90","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1253","1","90","那你","1860","2695","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1254","1","90","不需要","9330","10275","1","检测到关键词：不需要，命中分支：不买房","","156","20","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1255","1","90","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1256","1","90","对","20960","21815","1","默认分支","","158","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1257","1","90","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1258","1","90","多少钱","29270","30385","1","检测到关键词：多少钱，命中知识库：询问价格","31","161","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1259","1","90","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","161","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1260","1","90","嗯，学校吗？","39750","41025","1","检测到关键词：学校，命中知识库：学区","39","161","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1261","1","90","附近幼儿园、小学、都是有的，初中明年也可以招生了，小孩子上学还是很方便的。","","","2","","","161","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1262","1","90","哦，不需要谢谢啊","49180","50775","1","检测到关键词：不需要，命中分支：不买房","","161","20","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1263","1","90","这样啊，那也没关系，我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见！","","","2","","","198","","2018-08-14 13:09:39","2018-08-14 13:09:39"
"1264","1","91","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:10:31","2018-08-14 13:10:31"
"1265","1","91","啊，没有啊","10070","11535","1","检测到关键词：没有，命中分支：否定","","156","3","2018-08-14 13:10:31","2018-08-14 13:10:31"
"1266","1","91","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-14 13:10:31","2018-08-14 13:10:31"
"1267","1","91","没有钱啊","24260","25485","1","检测到关键词：没有，命中分支：否定","","158","3","2018-08-14 13:10:31","2018-08-14 13:10:31"
"1268","1","91","这样啊，那我待会给您发条短信，把楼盘信息发给您，如果后续有兴趣可以直接联系我，那就先不打扰了，祝您生活愉快，再见","","","2","","","160","","2018-08-14 13:10:31","2018-08-14 13:10:31"
"1269","1","92","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1270","1","92","阿里","1900","2735","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1271","1","92","喂，您好，在吗？","","","2","","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1272","1","92","喂","17470","18295","1","用户说的话: 喂 为噪音，已经被过滤","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1273","1","92","喂，您好，在吗？","","","2","","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1274","1","92","喂","28770","29605","1","用户说的话: 喂 为噪音，已经被过滤","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1275","1","92","评价多少价格多少？","31420","33475","1","检测到关键词：(什么|多少).*(价格|价钱|均价|总价)，命中知识库：询问价格","31","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1276","1","92","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1277","1","92","有学区吗？","45870","47105","1","检测到关键词：学区，命中知识库：学区","39","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1278","1","92","附近幼儿园、小学、都是有的，初中明年也可以招生了，小孩子上学还是很方便的。","","","2","","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1279","1","92","先购买","55070","56235","1","默认分支","","156","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1280","1","92","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1281","1","92","现购吗限购吗？","61270","63425","1","检测到关键词：现购，命中知识库：限购限贷","55","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1282","1","92","我们这个房子是不限购不限贷不需要摇号，贷款首套房3成","","","2","","","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1283","1","92","这个公积金可以吗？","71670","73345","1","检测到关键词：公积金，命中知识库：能否贷款","56","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1284","1","92","可以的，只要你不是银行黑户，都可以贷款的，首套3成，公积金也是可以贷款的哦。","","","2","","","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1285","1","92","嗯，好，我知道了，我会在哪里呀","81350","85165","1","检测到关键词：知道，命中分支：肯定","","161","2","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1286","1","92","目前主推户型有89方，125方的，户型都是坐北朝南，南北通透，稍高楼层可俯视江景，一梯两户，均价只要20000，距离杭州主城区只有20分钟车程，交通非常方便，您买来投资或者自己住都很不错。 ","","","2","","","168","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1287","1","92","嗯","106770","107685","1","用户说的话: 嗯 为噪音，已经被过滤","","161","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1288","1","92","好，那旁边有没有什么交通啊，地铁啊，这样","109040","113275","1","检测到关键词：交通，命中知识库：交通","35","168","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1289","1","92","项目位于奥体中心西南部，到杭州主城区市中心不到半小时，距离滨江新城仅10分钟，高铁6号线和7号线正在建设中，年底就可以投入使用了，上秋石高架也就5分钟路程，交通是非常方便的。","","","2","","","168","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1290","1","92","哦","132630","134025","1","用户说的话: 哦 为噪音，已经被过滤","","168","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1291","1","92","明白了","135520","136595","1","默认分支","","168","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1292","1","92","要不您来我们项目售楼部实地考察一下，然后做个全面的了解嘛，您明天有空过来吗？","","","2","","","171","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1293","1","92","嗯，行我知道我就先看一下吧，好吧","137270","139895","1","检测到关键词：知道，命中分支：肯定","","171","2","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1294","1","92","哦，好的，那我先把楼盘信息发到你的手机上，到时候再跟您具体联系，请问您贵姓啊？","","","2","","","176","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1295","1","92","嗯，我姓周","148630","149775","1","默认分支","","176","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1296","1","92","哦，好的，好的，那您这边注意查收下短信，到时候您有什么问题可以随时联系我，这边先这样，不打扰您了，祝您生活愉快，再见！","","","2","","","177","","2018-08-14 13:13:39","2018-08-14 13:13:39"
"1297","1","94","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1298","1","94","账户中","710","1575","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1299","1","94","都什么价位啊，现在","11650","13265","1","语义命中知识库：询问价格","31","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1300","1","94","这次我们是首次开盘，不同的楼层价格都是不一样的，目前均价在20000元左右，是个价格洼地，后面肯定会涨价的，现在买最划算","","","2","","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1301","1","94","你这边是买","28040","30125","1","语义命中知识库：干什么的","28","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1302","1","94","我这边是一知房产的，目前热销的住宅是奥体中心附近的奥体公馆，想问下您近期是否有购房的需要","","","2","","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1303","1","94","好像不装","30550","31765","1","未识别，继续放音","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1304","1","94","哦，没有这个学校，谢谢啊","42300","44735","1","检测到关键词：学校，命中知识库：学区","39","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1305","1","94","附近幼儿园、小学、都是有的，初中明年也可以招生了，小孩子上学还是很方便的。","","","2","","","156","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1306","1","94","目前没有这个需要","52960","54575","1","检测到关键词：没有，命中分支：否定","","156","3","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1307","1","94","买不买没关系的，可以先了解一下嘛，我们项目在钱塘江边，环境啊交通啊都很好，自己住和投资都是很不错的。","","","2","","","158","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1308","1","94","我的考虑一下吧。","66960","68415","1","语义命中知识库：有空再说","15","158","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1309","1","94","那行，我先把项目信息发到您手机上，您了解一下，到时再给您联系，那我这边先不打扰您了，祝您生活愉快，再见！","","","2","","","158","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1310","1","94","再见","79420","80400","1","未识别，继续放音","","158","","2018-08-14 13:25:31","2018-08-14 13:25:31"
"1311","1","96","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1312","1","96","喂哪里","1520","2795","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1313","1","96","嗯，这样麻烦","10560","11985","1","默认分支","","156","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1314","1","96","我们项目名称叫奥体公馆，位于钱塘江边，离奥体中心1公里的位置，那这边大概位置您知道吗？","","","2","","","161","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1315","1","96","你给我发短信吧。","24370","25965","1","检测到关键词：发.*短信，命中知识库：发短信","72","161","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1316","1","96","要不这样，我稍后把我的微信和联系方式发到您手机上，您可以加我微信，给您发点资料，可以先了解一下，那我稍后再跟您打电话，感谢您的接听，再见！","","","2","","","161","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1317","1","96","再见","38870","39900","1","未识别，继续放音","","161","","2018-08-14 13:33:08","2018-08-14 13:33:08"
"1318","1","97","喂，您好, （停顿2s），您好，想问下您位于钱塘江边、奥体中心附近，均价只要20000的现房楼盘，有兴趣了解一下吗？","","","2","","","156","","2018-08-14 13:34:17","2018-08-14 13:34:17"
"1319","1","97","嗯没有","1620","2645","1","机器人正在放音，当前节点不可打断","","156","","2018-08-14 13:34:17","2018-08-14 13:34:17"
"1320","1","97","你哪里呀？","10410","11655","1","检测到关键词：你哪里，命中知识库：干什么的","28","156","","2018-08-14 13:34:17","2018-08-14 13:34:17"
